Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal (Y/N),Time,Species,Day,Month,Lat,Lng
23-Jul-10,2010,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Surfing,M,20,Left foot bitten,N,16,Non-Disclosed,23,Jul,30.2841224,-81.3961338
19-Jul-10,2010,Unprovoked,USA,South Carolina,Myrtle Beach,Swimming,M,10,Minor lacerations to left calf,N,10,Possibly a small blacktip shark,19,Jul,33.6890603,-78.8866943
17-Jul-10,2010,Unprovoked,USA,North Carolina,"Wrightsville Beach, New Hanover County",Swimming,F,13,Lacerations to right forearm,N,13,"Sandtiger shark, 4' to 5'",17,Jul,34.2085036,-77.7963709
17-Jul-10,2010,Unprovoked,USA,Florida,New Smyrna Beach,Surfing,M,55,Minor lacerations to right foot,N,,A small spinner shark,17,Jul,29.0258191,-80.9269984
16-Jul-10,2010,Provoked,SPAIN,Grand Canary Island,"Sardina del Norte, Gáldar",Swimming,M,9,Lacerations to left foot when he stepped on the shark PROVOKED INCIDENT,N,19,Angel shark,16,Jul,28.1516863,-15.6962764
16-Jul-10,2010,Unprovoked,USA,Texas,Galveston,Fishing,M,,Leg bitten,N,,Non-Disclosed,16,Jul,29.3013479,-94.7976958
11-Jul-10,2010,Provoked,USA,Florida,"Lauderdale-by-the-Sea, Broward County",Fishing,M,,Small laceration to forearm from netted shark  PROVOKED INCIDENT,N,,"Nurse shark, juvenile ",11,Jul,26.192028,-80.0964326
4-Jul-10,2010,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Two Mile Reef, Sodwana Bay",Snorkeling,F,21,Left leg bitten,N,,Non-Disclosed,4,Jul,,
3-Jul-10,2010,Provoked,USA,New York,Off Long Island,Fishing,M,20,Laceration to right bicep by hooked shark PROVOKED INCIDENT,N,12,"Blue shark, 7'",3,Jul,40.789142,-73.134961
2-Jul-10,2010,Unprovoked,USA,California,"Pismo Beach, San Luis  Obispo County",Surfing,M,19,Laceration to left foot,N,,4' shark,2,Jul,35.1427533,-120.6412827
2-Jul-10,2010,Unprovoked,USA,California,"Dog Patch, San Onofre",Stand-Up Paddleboarding,M,48,"No injury, board bumped by shark",N,15,8' shark,2,Jul,33.3728077,-117.5656012
27-Jun-10,2010,Unprovoked,USA,Texas,"Eight Mile Beach, Galveston",Surfing,M,20,Lacerations to right foot,N,,"Bull shark, 5'",27,Jun,29.2554276,-94.8940251
25-Jun-10,2010,Unprovoked,USA,South Carolina,Fripp Island,Boogie Boarding,F,6,Laceration to leg,N,,Non-Disclosed,25,Jun,32.317001,-80.4966062
25-Jun-10,2010,Unprovoked,USA,North Carolina,"Topsail Island, Pender County",Swimming,F,13,Laceration to left foot,N,13,Non-Disclosed,25,Jun,34.3651685,-77.6305293
15-Jun-10,2010,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,Swimming,M,17,Laceration to left foot,N,17,1 m shark,15,Jun,13.7829673,109.2196634
10-Jun-10,2010,Unprovoked,USA,Florida,Jacksonville,Boogie Boarding,F,18,Lacerations to left calf and foot,N,12,4' shark,10,Jun,30.3321838,-81.655651
6-Jun-10,2010,Unprovoked,AUSTRALIA,Western Australia,"Conspicuous Beach, near Walpole",Surfing,M,40,Severe laceration to right knee,N,12,Non-Disclosed,6,Jun,-35.0169764,116.861579
10-Jun,2010,Unprovoked,USA,Florida,"Ponte Vedra Beach, St Johns County",Surfing,M,20,Lacerations to left foot,N,,Non-Disclosed,10,Jun,30.2400058,-81.3852595
30-May-10,2010,Provoked,USA,Florida,Off Tarpon Springs,Fishing,M,49,Laceration to left calf by hooked shark PROVOKED INCIDENT,N,8,"Lemon shark, 4'",30,May,28.1461248,-82.7567679
18-May-10,2010,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,Rescuing,F,58,Minor laceration to leg,N,18,20 to 30kg shark,18,May,13.7829673,109.2196634
18-May-10,2010,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,Swimming,F,60,Severe lacerations to left foot,N,18,20 to 30kg shark,18,May,13.7829673,109.2196634
18-May-10,2010,Unprovoked,AUSTRALIA,New South Wales,Point Plomer,Surfing,M,,Superficial lacerations to lower left leg,N,16,Non-Disclosed,18,May,-31.2834253,152.9616427
3-May-10,2010,Unprovoked,MADAGASCAR,Antsiranana Province," Ambatolaoka, Nosy Be Island",Scuba diving,M,59,Lacerations to arm & chest,N,9,Non-Disclosed,3,May,-13.398065,48.2078025
1-May-10,2010,Unprovoked,USA,Florida,New Smyrna Beach,Wading,F,10,Minor puncture wounds to right ankle,N,10,4' shark,1,May,29.0258191,-80.9269984
28-Apr-10,2010,Provoked,USA,Florida,Hanalei Bay,Measuring sharks,M,29,Arm bitten PROVOKED INCIDENT ,N,,"Lemon shark, 6'",28,Apr,22.2090776,-159.5067583
19-Apr-10,2010,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai",Surfing,M,68,"No injury, surfboard bitten",N,16,14' shark,19,Apr,22.2090776,-159.5067583
13-Apr-10,2010,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"East Beach, Port Alfred",Surfing,M,35,Both feet bitten,N,10,2 m shark,13,Apr,-33.5977778,26.9052778
4-Apr-10,2010,Unprovoked,EGYPT,Sinai Peninsula,Sharm el-Sheikh ,Swimming / treading water,M,24,Lacerations to left ankle and foot,N,14,"Oceanic whitetip shark, 6'",4,Apr,27.9654198,34.3617769
 27-Mar-2010,2010,Unprovoked,REUNION ISLAND,Saint-Benoit,Bittern,Surfing,M,34,"No injury, board bitten",N,11,1.5 m shark,27,Mar,38.5630909,-94.4059926
190Feb-2010,2010,Unprovoked,NEW ZEALAND,South Island,Tahunanui Beach,Swimming,M,,Bruised but otherwise unhurt,N,,Possibly a blue shark,,,-41.2785932,173.2392251
16-Feb-10,2010,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Yellow Sands Point,Surfing,M,,Lacerations to right leg,N,11,3 m shark,16,Feb,-32.904325,28.074338
15-Feb-10,2010,Unprovoked,FIJI,Vanua Levu,Nara Reef,Scuba diving,M,19,FATAL,Y,9,Non-Disclosed,15,Feb,,
13-Feb-10,2010,Unprovoked,AUSTRALIA,Queensland,"Dent Island, Whitsundays",Snorkeling,F,60,Lacerations to legs & buttocks,N,13,2 m shark,13,Feb,-20.3496288,148.9320143
11-Feb-10,2010,Unprovoked,AUSTRALIA,New South Wales,"Mona Vale Beach, Sydney",Surfing,M,46,"Minor injury, lacerations to left lower leg",N,8,"Wobbegong shark, 1.6m",11,Feb,-33.6795811,151.3135485
Reported 06-Feb-2010,2010,Provoked,NEW ZEALAND,South Island,Cosy Nook,Spearfishing,M,,"No injury, shark bit his speargun after he used it to prod the shark PROVOKED INCIDENT",N,,2 m to 3 m shark,6,Feb,-46.3327479,167.7108187
6-Feb-10,2010,Unprovoked,AUSTRALIA,New South Wales,Turners' Beach,Body boarding,M,18,"No injury, shark & board collided",N,15,"White shark, 2.5m",6,Feb,17.0285788,-61.8897438
6-Feb-10,2010,Provoked,USA,Florida,Riviera Beach,Surf fishing / wading,M,,Leg bitten while trying to free a hooked shark PROVOKED INCIDENT,N,15,"Spinner shark, 6'",6,Feb,26.7753405,-80.0580969
4-Feb-10,2010,Invalid,GUAM,Merizo,Achang Reef,Spearfishing (free diving),M,31,Shark bites were post-mortem,Uncomfirmed,11,Invalid,4,Feb,,
3-Feb-10,2010,Unprovoked,USA,Florida,"Stuart, Martin County",Kite Boarding,M,38,FATAL,Y,15,Non-Disclosed,3,Feb,27.197548,-80.2528257
1-Feb-10,2010,Provoked,NEW ZEALAND,South Island,Oreti Beach,Boogie Boarding,F,14,Stepped on shark PROVOKED INCIDENT,N,18,1.5 m shark,1,Feb,-46.4382495,168.2318206
31-Jan-10,2010,Unprovoked,BRAZIL,Rio Grande Do Sul,"Atlantis Beach, near Tramandai",Surfing,M,29,Foot bitten,N,,Thought to involve a juvenile hammerhead shark,31,Jan,-29.9846393,-50.132682
27-Jan-10,2010,Unprovoked,AUSTRALIA,Queensland,Archie's Beach,Surfing,M,,"No injury, surfboard bitten",N,16,Non-Disclosed,27,Jan,27.4651583,-80.290775
22-Jan-10,2010,Unprovoked,UNITED ARAB EMIRATES,Dubai,"Umm Suqeim Beach, Dubai",Surfing,M,54,Laceration to bottom of foot,N,,Non-Disclosed,22,Jan,25.1483286,55.1945091
22-Jan-10,2010,Unprovoked,AUSTRALIA,Victoria,Geelong,Surfing,M,,Lacerations to right hand ,N,7,Non-Disclosed,22,Jan,-38.1499181,144.3617186
12-Jan-10,2010,Unprovoked,SOUTH AFRICA,Western Province,Fish Hoek,Standing,M,37,FATAL,Y,15,White shark,12,Jan,-34.1340882,18.4187029
9-Jan-10,2010,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Snorkeling,F,9,2 sets of minor lacerations below her right knee,N,,"Whitetip reef shark, 1m",9,Jan,-10.5799169,142.2193906
9-Jan-10,2010,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,UNKNOWN,F,,Minor injuries,N,,Non-Disclosed,9,Jan,13.7829673,109.2196634
9-Jan-10,2010,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,UNKNOWN,M,,Right wrist bitten,N,17,Non-Disclosed,9,Jan,13.7829673,109.2196634
9-Jan-10,2010,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,Bathing,M,,Left arm bitten twice,N,6,Non-Disclosed,9,Jan,13.7829673,109.2196634
6-Jan-10,2010,Unprovoked,USA,Florida,Elliot Key,Spearfishing,M,32,Lacerations to  arm,N,10,Non-Disclosed,6,Jan,25.4396585,-80.2000596
5-Jan-10,2010,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Surfing,M,,"No injury, reportedly knocked of his board by a shark",N,,Non-Disclosed,5,Jan,-32.9869161,27.9380809
29-Dec-09,2009,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port Alfred,Wading,M,20,Lacerations to  left foot,N,8,Non-Disclosed,29,Dec,-33.5864065,26.8851448
26-Dec-09,2009,Provoked,AUSTRALIA,New South Wales,Avoca Beach,Swimming,M,55,Lacerations to lower left leg after stepping on the shark                 PROVOKED INCIDENT,N,11,Non-Disclosed,26,Dec,-33.465,151.435
22-Dec-09,2009,Unprovoked,MOZAMBIQUE,Maputo Province,Ponta do Ouro,Swimming,M,27,Multiple lacerations to right torso & arm. Defense wounds on  hands,N,16,"Zambesi shark, 2m ",22,Dec,-26.8427388,32.8859972
20-Dec-09,2009,Boating,AUSTRALIA,Queensland,Mudjimba Island,Kayaking,M,,"No injury to occupants, kayak bumped by shark",N,11,Non-Disclosed,20,Dec,-26.6146347,153.1144871
20-Dec-09,2009,Unprovoked,AUSTRALIA,Queensland,Lamont Reef,Spearfishing,M,18,Lacerations to hand & forearm,N,7,"Bull shark, 3m",20,Dec,-23.6013947,152.0308565
18-Dec-09,2009,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. Johns",Paddling on kneeboard,M,22,FATAL,Y,14,Non-Disclosed,18,Dec,-31.6409371,29.5299196
18-Dec-09,2009,Invalid,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Surfing,M,,"Minor lacerations to left leg. nitially reported as a shark bite, but involved a barracuda",Uncomfirmed,,No shark involvement,18,Dec,-29.8475749,31.0349434
16-Dec-09,2009,Unprovoked,NEW ZEALAND,South Island,Clark Island,Swimming to shore from capsized kayak,M,24,FATAL,Y,,"White shark, 2.8 to 3 m ",16,Dec,48.7008402,-122.7644573
13-Dec-09,2009,Unprovoked,AUSTRALIA,New South Wales,Coffee Head,Surfing,M,39,Laceration to big toe,N,7,Non-Disclosed,13,Dec,30.375666,-97.729237
12-Dec-09,2009,Boating,AUSTRALIA,New South Wales,Hawks Nest Beach,Rowing,Non-Disclosed,,No injury to occupants; shark bit steering oar,N,7,White shark,12,Dec,41.2824695,-72.2842004
5-Dec-09,2009,Provoked,USA,New Jersey,"Adventure Aquarium, Camden",Diving,M,58,Lacerations & puncture wounds to right calf & ankle when diver accidentally backed into the shark  PROVOKED INCIDENT,N,13,"Sandtiger shark, 8'",5,Dec,39.9459352,-75.1312033
25-Nov-09,2009,Invalid,USA,California,"Huntington Beach, Orange County",Surfing,M,49,Puncture wounds to right foot,Uncomfirmed,15,Shark involvement not confirmed,25,Nov,33.6594835,-117.9988026
24-Nov-09,2009,Unprovoked,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard County",Wading,M,10,Left foot bitten,N,,6' shark,24,Nov,28.3371416,-80.609485
16-Nov-09,2009,Unprovoked,USA,California,"Loch Lomond, Marin County",Fishing,M,31,Puncture wounds and minor lacerations to dorsal surface of his left hand,N,16,Thresher shark,16,Nov,37.973812,-122.4841347
16-Nov-09,2009,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",Surfing,M,22,Foot bitten,N,9,Non-Disclosed,16,Nov,26.9342246,-80.0942087
13-Nov-09,2009,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",Surfing,F,27,Foot bitten,N,16,Non-Disclosed,13,Nov,26.9342246,-80.0942087
11-Nov-09,2009,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,18,Foot bitten,N,,4' shark,11,Nov,29.0258191,-80.9269984
8-Nov-09,2009,Unprovoked,AUSTRALIA,South Australia,Second Valley,Kayaking,M,25,Ankle bitten,N,10,2 m shark,8,Nov,-35.5367772,138.2322002
5-Nov-09,2009,Unprovoked,USA,California,"Davenport, Santa Cruz County",Surfing,M,21,"No injury, board broken in half",N,,Non-Disclosed,5,Nov,37.0135208,-122.1966597
30-Oct-09,2009,Boating,AUSTRALIA,Victoria,Portland,Kayaking,M,27,"No injury, shark bit kayak",N,,"White shark, 4m",30,Oct,45.5051064,-122.6750261
Reported 29-Oct-2009,2009,Unprovoked,MOZAMBIQUE,Inhambe Province,Off Vilanculo,Spearfishing,M,,Left ankle & foot bitten,N,,Zambesi shark,29,Oct,-21.9997305,35.3191889
28-Oct-09,2009,Unprovoked,AUSTRALIA,New South Wales,Lennox Heads,Paddle-boarding,F,17,"No injury, shark bit rear of paddleboard",N,7,Non-Disclosed,28,Oct,-28.8,153.583333
24-Oct-09,2009,Unprovoked,USA,California,"San Onofre, San Diego County ",Surfing,M,,"3 puncture wounds to big toe of left foot, and laceration on arch of foot",N,17,Non-Disclosed,24,Oct,33.3811408,-117.5731016
19-Oct-09,2009,Unprovoked,USA,Hawaii,"Kalama Park, Maui",Surfing,M,54,Bitten on upper right thigh & right ankle,N,6,6' to 8' shark,19,Oct,20.7314382,-156.4529327
18-Oct-09,2009,Unprovoked,PANAMA,Bocas,Playa La Cabaña ,Wading,F,10,Arm & torso bitten,N,18,Non-Disclosed,18,Oct,43.676042,-79.401235
17-Oct-09,2009,Provoked,SCOTLAND,Fife,Deep Sea World Aquarium,Diving,M,23,15-20 puncture wounds to arm by captive shark  PROVOKED INCIDENT ,N,14,Angel shark,17,Oct,56.00824,-3.391282
Reported 14-Oct-2009,2009,Unprovoked,AUSTRALIA,Western Australia,,Diving,M,23,Severe lacerations to lower right leg,N,,"Bull shark, 10'",14,Oct,37.2256055,-95.7162018
9-Oct-09,2009,Unprovoked,USA,California,"San Onofre State Beach, San Diego County",Surfing,M,,Laceration to shin of left leg,N,11,Non-Disclosed,9,Oct,33.3728077,-117.5656012
2-Oct-09,2009,Provoked,UNITED KINGDOM,Devon,Mewstone Rock,Fishing,M,39,Injury to forearm from shark's spine PROVOKED INCIDENT ,N,12,Spurdog,2,Oct,-32.0833333,115.65
26-Sep-09,2009,Unprovoked,USA,Florida,"Key Colony Beach, Monroe County",Swimming,M,,Laceration to right foot,N,17,"Bull shark, 8'",26,Sep,24.7209744,-81.0186827
18-Sep-09,2009,Unprovoked,VIETNAM,UNKNOWN,,UNKNOWN,M,,Lower right leg bitten,N,,Non-Disclosed,18,Sep,37.2256055,-95.7162018
15-Sep-09,2009,Provoked,SOMALIA,UNKNOWN,300 miles off the coast ,Fishing,M,,Arm bitten PROVOKED INCIDENT ,N,,Non-Disclosed,15,Sep,,
13-Sep-09,2009,Provoked,BRAZIL,Pernambuco,"Piedade, Recife",UNKNOWN,M,34,Cause of death was drowning; his remains were scavenged by sharks,Y,,Non-Disclosed,13,Sep,-8.1801557,-34.9203383
12-Sep-09,2009,Invalid,USA,North Carolina,"Corolla, Currituck County",Swimming,M,60,FATAL,Y,21,Shark involvement prior to death not confirmed,12,Sep,36.3802879,-75.8307777
7-Sep-09,2009,Unprovoked,BRAZIL,Pernambuco,"Piedade, Recife","Swimming, attempting to rescue a girl  believed to be drowning",M,15,FATAL,Y,,Non-Disclosed,7,Sep,-8.1801557,-34.9203383
2-Sep-09,2009,Invalid,NEVIS,UNKNOWN,Castle Beach,Swimming,M,,Death was due to drowning. Two days later his remains were recovered from a 12' tiger shark,Uncomfirmed,,Invalid,2,Sep,25.8345576,-80.1200507
1-Sep-09,2009,Provoked,SOLOMON ISLANDS,Makira-Ulawa Province,"Kirakira, Makira Island (formerly San Cristobal)",Fishing,M,,Injuries to face & neck PROVOKED INCIDENT,N,,Non-Disclosed,1,Sep,-10.5737447,161.8096941
30-Aug-09,2009,Unprovoked,USA,California,"Huntington Beach, Orange County",Surfing,M,,No injury,N,18,4' shark,30,Aug,33.6594835,-117.9988026
29-Aug-09,2009,Unprovoked,SOUTH AFRICA,Western Cape Province,Glentana,Surfing,M,25,FATAL,Y,15,White shark,29,Aug,-34.0476576,22.3144043
25-Aug-09,2009,Unprovoked,USA,California,"Terramar Beach, Carlsbad, San Diego County",Swimming,F,22,Puncture wounds to left foot & calf,N,16,"White shark, 5' to 6' juvenile ",25,Aug,33.1285167,-117.3329083
11-Aug-09,2009,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Alkantstrand ,Body boarding,M,,"No injury, shark bit bodyboard",N,,"White shark, 2m",11,Aug,-28.8011111,32.0961111
10-Aug-09,2009,Unprovoked,USA,Florida,"Ponce, Volusia County",Swimming,M,26,Puncture marks on left foot,N,19,Non-Disclosed,10,Aug,29.0963729,-80.9369983
6-Aug-09,2009,Unprovoked,USA,Hawaii,Kawa'a ,Surfing,M,,"No injury, surfboard bitten",N,8,"Tiger shark, 12",6,Aug,,
1-Aug-09,2009,Unprovoked,USA,Louisiana,"Curlew Island, Breton Sound",Wade Fishing,M,56,Right ankle & foot bitten,N,10,Bull shark?,1,Aug,29.5007664,-89.2506046
31-Jul-09,2009,Unprovoked,BAHAMAS,Abaco Islands,Spanish Cay,Spearfishing,M,14,Lacerations to calf,N,,Bull shark,31,Jul,26.9408454,-77.5268296
30-Jul-09,2009,Unprovoked,AUSTRALIA,New South Wales,Broken Head,Surfing,M,14,Left forearm grazed & puncture marks in wetsuit,N,6,Non-Disclosed,30,Jul,-28.7264578,153.5983166
29-Jul-09,2009,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,Swimming,F,41,Foot bitten,N,17,Non-Disclosed,29,Jul,13.7829673,109.2196634
Reported 24-Jul-2009,2009,Unprovoked,KENYA,Mombasa,Likoni Channel,Washing his feet,M,,FATAL,Y,,Non-Disclosed,24,Jul,-4.0840986,39.6608103
24-Jul-09,2009,Unprovoked,USA,Texas,South Padre Island,Wading,F,14,Lacerations to anterior left lower leg,N,,Non-Disclosed,24,Jul,26.1118401,-97.1681257
24-Jul-09,2009,Invalid,SPAIN,Catalunya,Sant Salvador,Swimming,F,11,Laceration to left foot,Uncomfirmed,10,Shark involvement questionable,24,Jul,39.4555713,3.1858296
22-Jul-09,2009,Unprovoked,USA,North Carolina,Holden Beach. Brunswick County,Swimming,F,26,Laceration to left foot,N,15,Non-Disclosed,22,Jul,33.9135061,-78.3038892
22-Jul-09,2009,Unprovoked,USA,Florida,"Intracoastal Waterway,      St. Petersburg",Swimming,F,19,Laceration to lower right leg,N,15,Non-Disclosed,22,Jul,27.7676008,-82.6402915
18-Jul-09,2009,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,Swimming,M,57,Severe bite to right leg,N,,Non-Disclosed,18,Jul,13.7829673,109.2196634
11-Jul-09,2009,Provoked,BAHAMAS,UNKNOWN,,Spearfishing,M,,Leg bitten by shark that had been shot in the head by another diver PROVOKED INCIDENT,N,,"Caribbean reef shark, 6'",11,Jul,37.2256055,-95.7162018
11-Jul-09,2009,Unprovoked,USA,California,"San Onofre, San Diego County ",Paddle-surfing,M,,"No injury, shark collided with surfer & board",N,8,5' shark,11,Jul,33.3811408,-117.5731016
7-Jul-09,2009,Unprovoked,SOUTH AFRICA,Western Cape Province,"Jogensfontein, Stilbaai",Surfing,M,37,Leg bitten,N,11,Non-Disclosed,7,Jul,-34.4243738,21.3386579
5-Jul-09,2009,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Boogie Boarding,F,12,Right ankle bitten,N,16,Non-Disclosed,5,Jul,29.2108147,-81.0228331
4-Jul-09,2009,Provoked,USA,Florida,"Biscayne National Park, Miami",Swimming,F,43,Thigh injured by hooked shark PROVOKED INCIDENT,N,15,"Nurse shark, 6'",4,Jul,25.4824229,-80.2083103
27-Jun-09,2009,Unprovoked,AUSTRALIA,New South Wales,"Seven Mile Beach, Gerroa",Surfing,M,52,2-inch laceration to upper left arm,N,8,"Thought to involve a Bronze whale shark, 2m",27,Jun,-34.7699,150.813133
21-Jun-09,2009,Invalid,USA,California,"Shell Beach, San Luis Obispo County",Surfing,M,26,Puncture wounds to foot,Uncomfirmed,,Shark involvement not confirmed,21,Jun,35.1738337,-120.6997858
16-Jun-09,2009,Invalid,USA,Florida,"Melbourne Beach, Brevard County",Crawling,M,14,2-inch laceration to upper left arm,Uncomfirmed,17,"Shark involvement probable, but not confirmed",16,Jun,28.0683496,-80.5603303
Reported 14-Jun-2009,2009,Provoked,VIETNAM,UNKNOWN,,Fishing for sharks,M,,Hand bitten by hooked shark PROVOKED INCIDENT,N,,White shark,14,Jun,37.2256055,-95.7162018
2-Jun-09,2009,Unprovoked,EGYPT,St. Johns,Habili Gafar,Scuba diving,M,,Lacerations to left hand,N,,Oceanic whitetip shark,2,Jun,,
2-Jun-09,2009,Unprovoked,EGYPT,St. Johns,Habili Gafar,Scuba diving,M,,3 cm laceration to shoulder,N,,Oceanic whitetip shark,2,Jun,,
1-Jun-09,2009,Unprovoked,EGYPT,St. Johns,Habili Gafar,Snorkeling,F,50,FATAL,Y,,"Oceanic whitetip shark, 2.5 to 3m",1,Jun,,
31-May-09,2009,Provoked,TAIWAN,Green Island,Onboard the fishing vessel Chin Sheng Fa 13  ,Fishing,M,46,Lacerations to knee & left lower leg by electrocuted captive shark PROVOKED INCIDENT,N,20,80 kg shark,31,May,,
25-May-09,2009,Provoked,USA,Florida,"Clearwater Beach, Pinellas County",Swimming,M,,Right foot bitten,N,20,5' to 8' shark,25,May,27.972065,-82.8285877
17-May-09,2009,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,31,Lacerations to left leg & foot,N,9,blacktip or spinner shark,17,May,29.0258191,-80.9269984
16-May-09,2009,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,49,Lacerations to right foot,N,10,blacktip or spinner shark,16,May,29.0258191,-80.9269984
16-May-09,2009,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,55,Lacerations to right hand,N,10,blacktip or spinner shark,16,May,29.0258191,-80.9269984
12-May-09,2009,Provoked,GUAM,North Region,Ritidian Point,Spearfishing,M,27,Speared shark bit his forearm PROVOKED INCIDENT,N,,"Blacktip shark, 4'",12,May,13.6538166,144.8601866
6-Mar-09,2009,Provoked,BAHAMAS,Exuma Islands,,Spearfishing,M,48,Lacerations to right forearm after he poked the shark with his spear PROVOKED INCIDENT ,N,,7' shark,6,Mar,37.2256055,-95.7162018
28-Apr-09,2009,Unprovoked,USA,Florida,"St. Augustine, St. John's County",UNKNOWN,F,,Multiple lacerations to right foot & ankle,N,16,Non-Disclosed,28,Apr,29.9012437,-81.3124341
Reported 25-Apr-2009,2009,Unprovoked,USA,California,"San Onofre State Beach, San Diego County",Surfing,M,,No injury,N,10,Non-Disclosed,25,Apr,33.3728077,-117.5656012
21-Apr-09,2009,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,20,3 puncture wounds to posterior right ankle,N,,Non-Disclosed,21,Apr,29.0258191,-80.9269984
20-Apr-09,2009,Unprovoked,PHILIPPINES,Batangas province,Mabini,Swimming,M,23,Legs bitten,N,500,Non-Disclosed,20,Apr,13.7235514,120.907304
19-Apr-09,2009,Unprovoked,USA,Florida,"Carlin Park, Jupiter Inlet",Surfing,M,52,Left foot bitten,N,16,Non-Disclosed,19,Apr,26.9291055,-80.0691932
17-Apr-09,2009,Unprovoked,USA,Florida,"Walton Rocks, St Lucie County",Surfing,M,31,Laceration to forearm,N,13,2' to 3' shark,17,Apr,27.3378902,-80.2334306
11-Apr-09,2009,Invalid,USA,Hawaii,Kona,Spearfishing,M,49,Missing,Uncomfirmed,,Shark involvement not confirmed,11,Apr,19.639994,-155.9969261
